VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2015-06-02 11:19:38,2015-06-02 11:19:43,3,.01,0,0,2,N,0,0,2,52,0,0.5,0,0,0.3,52.8
2,2015-06-02 11:19:39,2015-06-02 11:36:43,1,1.65,-73.980491638183594,40.730690002441406,1,N,-73.996017456054687,40.716331481933594,1,12,0,0.5,2,0,0.3,14.8
2,2015-06-02 11:19:40,2015-06-02 11:34:34,1,1.14,-73.950103759765625,40.77728271484375,1,N,-73.9541015625,40.763763427734375,2,10.5,0,0.5,0,0,0.3,11.3
1,2015-06-02 11:19:41,2015-06-02 11:23:56,2,.50,-73.954803466796875,40.765666961669922,1,N,-73.962516784667969,40.768043518066406,1,4.5,0,0.5,1.3,0,0.3,6.6
2,2015-06-02 11:19:41,2015-06-02 11:29:59,1,1.28,-73.992507934570313,40.728511810302734,1,N,-73.995742797851563,40.740970611572266,2,8,0,0.5,0,0,0.3,8.8
1,2015-06-02 11:19:42,2015-06-02 11:22:33,2,.60,-73.971939086914063,40.781902313232422,1,N,-73.9781494140625,40.777328491210938,2,4,0,0.5,0,0,0.3,4.8
2,2015-06-02 11:19:44,2015-06-02 11:38:10,1,1.41,-73.972747802734375,40.744552612304687,1,N,-73.963066101074219,40.76171875,1,12,0,0.5,2.56,0,0.3,15.36
1,2015-06-02 11:19:44,2015-06-02 11:30:31,1,.70,-73.958518981933594,40.78143310546875,1,N,-73.959228515625,40.774303436279297,2,8,0,0.5,0,0,0.3,8.8
1,2015-06-02 11:19:45,2015-06-02 11:42:03,1,1.90,-74.007637023925781,40.731834411621094,1,N,-73.990745544433594,40.752304077148438,1,14.5,0,0.5,3.82,0,0.3,19.12
1,2015-06-02 11:19:47,2015-06-02 11:26:48,1,1.10,-73.955642700195312,40.776382446289063,1,N,-73.960464477539063,40.765522003173828,2,6.5,0,0.5,0,0,0.3,7.3
1,2015-06-02 11:19:48,2015-06-02 11:34:36,1,3.90,-73.949623107910156,40.772670745849609,1,N,-73.987640380859375,40.735610961914063,1,15.5,0,0.5,3.25,0,0.3,19.55
2,2015-06-02 11:19:49,2015-06-02 11:33:45,1,1.99,-73.982269287109375,40.773990631103516,1,N,-73.959869384765625,40.775371551513672,1,10.5,0,0.5,2.82,0,0.3,14.12
2,2015-06-02 11:19:50,2015-06-02 11:38:54,1,1.94,-73.984970092773438,40.744327545166016,1,N,-73.967269897460937,40.769187927246094,2,12.5,0,0.5,0,0,0.3,13.3
1,2015-06-02 11:19:51,2015-06-02 11:33:13,1,1.10,-73.964370727539063,40.769893646240234,1,N,-73.975189208984375,40.756977081298828,1,9.5,0,0.5,2.06,0,0.3,12.36
1,2015-06-02 11:19:52,2015-06-02 11:53:51,1,3.80,-73.96002197265625,40.773380279541016,1,N,-74.00042724609375,40.737537384033203,1,21.5,0,0.5,4.45,0,0.3,26.75
1,2015-06-02 11:19:53,2015-06-02 11:30:16,1,1.20,-74.005523681640625,40.715152740478516,1,N,-74.01513671875,40.709239959716797,1,8,0,0.5,1.75,0,0.3,10.55
2,2015-06-02 11:19:54,2015-06-02 11:29:50,1,.94,-73.990470886230469,40.751163482666016,1,N,-73.986068725585937,40.742366790771484,2,8,0,0.5,0,0,0.3,8.8
2,2015-06-02 11:19:54,2015-06-02 11:27:46,5,1.35,-73.983184814453125,40.750263214111328,1,N,-73.999237060546875,40.742435455322266,1,7,0,0.5,1,0,0.3,8.8
1,2015-06-02 11:19:55,2015-06-02 11:34:39,2,1.90,-73.990142822265625,40.740814208984375,1,N,-74.005508422851563,40.723014831542969,2,11,0,0.5,0,0,0.3,11.8
1,2015-06-02 11:19:56,2015-06-02 11:32:24,1,1.30,-73.994300842285156,40.751056671142578,1,N,-73.979904174804688,40.761692047119141,2,9.5,0,0.5,0,0,0.3,10.3
2,2015-06-02 11:19:55,2015-06-02 11:32:57,6,.81,-73.999336242675781,40.754444122314453,1,N,-73.996078491210937,40.748554229736328,2,8.5,0,0.5,0,0,0.3,9.3
2,2015-06-02 11:19:56,2015-06-02 11:44:22,5,1.92,-73.989501953125,40.735801696777344,1,N,-73.991836547851563,40.755691528320313,2,15,0,0.5,0,0,0.3,15.8
1,2015-06-02 11:19:56,2015-06-02 11:26:23,1,.70,-73.966552734375,40.766971588134766,1,N,-73.96697998046875,40.760185241699219,2,6,0,0.5,0,0,0.3,6.8
1,2015-06-02 11:19:57,2015-06-02 11:26:03,1,.80,-74.008255004882813,40.70770263671875,1,N,-74.013626098632812,40.702293395996094,2,5.5,0,0.5,0,0,0.3,6.3
2,2015-06-02 11:19:58,2015-06-02 11:28:29,5,.85,-74.006416320800781,40.733501434326172,1,N,-73.996292114257813,40.725971221923828,1,7,0,0.5,1.56,0,0.3,9.36
2,2015-06-02 11:19:59,2015-06-02 11:36:49,1,2.06,-73.982017517089844,40.774848937988281,1,N,-73.958457946777344,40.778450012207031,2,11.5,0,0.5,0,0,0.3,12.3
1,2015-06-02 11:19:59,2015-06-02 11:35:52,1,1.30,-73.982192993164063,40.751358032226563,1,N,-73.967514038085938,40.757778167724609,1,10.5,0,0.5,2.25,0,0.3,13.55
1,2015-06-02 11:20:00,2015-06-02 11:38:28,1,.80,-73.979568481445313,40.742969512939453,1,N,-73.988105773925781,40.747642517089844,1,11.5,0,0.5,2.45,0,0.3,14.75
1,2015-06-02 11:20:01,2015-06-02 11:26:05,1,.50,-73.9827880859375,40.750556945800781,1,N,-73.989273071289063,40.748001098632813,1,5.5,0,0.5,1.55,0,0.3,7.85
2,2015-06-02 11:20:02,2015-06-02 11:45:16,2,5.28,-73.976051330566406,40.788242340087891,1,N,-73.975776672363281,40.740398406982422,1,20,0,0.5,4.16,0,0.3,24.96
2,2015-06-02 11:20:02,2015-06-02 11:25:08,1,.80,-73.995033264160156,40.725391387939453,1,N,-73.989547729492188,40.735748291015625,1,5.5,0,0.5,1.26,0,0.3,7.56
2,2015-06-02 11:20:03,2015-06-02 11:29:39,1,.69,-73.992561340332031,40.753391265869141,1,N,-73.994613647460938,40.745330810546875,1,7.5,0,0.5,1.66,0,0.3,9.96
2,2015-06-02 11:20:05,2015-06-02 11:22:44,2,.41,-73.979644775390625,40.754501342773438,1,N,-73.979644775390625,40.754501342773438,1,4,0,0.5,0.96,0,0.3,5.76
1,2015-06-02 11:20:05,2015-06-02 12:02:22,2,5.30,-73.955169677734375,40.788543701171875,1,N,-74.001060485839844,40.736637115478516,1,27,0,0.5,5.55,0,0.3,33.35
1,2015-06-02 11:20:05,2015-06-02 11:36:30,1,1.30,-73.970573425292969,40.757953643798828,1,N,-73.988533020019531,40.754283905029297,1,11,0,0.5,2.35,0,0.3,14.15
1,2015-06-02 11:20:06,2015-06-02 11:25:51,1,.70,-73.954788208007812,40.777446746826172,1,N,-73.944137573242188,40.776390075683594,2,5.5,0,0.5,0,0,0.3,6.3
1,2015-06-02 11:20:06,2015-06-02 11:44:20,1,1.60,-73.979949951171875,40.762157440185547,1,N,-73.994651794433594,40.745792388916016,2,15,0,0.5,0,0,0.3,15.8
2,2015-06-02 11:20:07,2015-06-02 11:26:40,1,.99,-73.997749328613281,40.730190277099609,1,N,-73.986282348632812,40.734439849853516,2,6,0,0.5,0,0,0.3,6.8
1,2015-06-02 11:20:07,2015-06-02 11:32:38,1,1.60,-73.980964660644531,40.764392852783203,1,N,-73.9630126953125,40.770622253417969,2,9.5,0,0.5,0,0,0.3,10.3
2,2015-06-02 11:20:08,2015-06-02 11:24:31,5,.57,-73.965133666992188,40.769096374511719,1,N,-73.961830139160156,40.773658752441406,2,4.5,0,0.5,0,0,0.3,5.3
2,2015-06-02 11:20:08,2015-06-02 11:56:30,2,4.00,-73.994178771972656,40.751060485839844,1,N,-74.016242980957031,40.715255737304688,1,23,0,0.5,7.14,0,0.3,30.94
1,2015-06-02 11:20:09,2015-06-02 11:37:08,1,1.70,-73.955482482910156,40.768302917480469,1,N,-73.978126525878906,40.761398315429688,2,11.5,0,0.5,0,0,0.3,12.3
2,2015-06-02 11:20:10,2015-06-02 11:30:48,1,1.62,-73.959922790527344,40.770420074462891,1,N,-73.968513488769531,40.786308288574219,1,9,0,0.5,1.5,0,0.3,11.3
2,2015-06-02 11:20:10,2015-06-02 11:35:00,1,2.05,-73.997962951660156,40.724258422851563,1,N,-73.987739562988281,40.745029449462891,1,11,0,0.5,2.95,0,0.3,14.75
2,2015-06-02 11:20:11,2015-06-02 11:37:34,1,2.00,-73.990104675292969,40.751171112060547,1,N,-73.98150634765625,40.768451690673828,2,12,0,0.5,0,0,0.3,12.8
1,2015-06-02 11:20:12,2015-06-02 11:45:59,1,2.10,-73.981582641601562,40.73712158203125,1,N,-73.971183776855469,40.761646270751953,1,16,0,0.5,0.5,0,0.3,17.3
2,2015-06-02 11:20:13,2015-06-02 11:38:18,1,4.71,-73.946479797363281,40.772300720214844,1,N,-73.996246337890625,40.736309051513672,1,17.5,0,0.5,4.58,0,0.3,22.88
2,2015-06-02 11:20:14,2015-06-02 11:52:12,1,3.15,-73.960792541503906,40.774375915527344,1,N,-73.990028381347656,40.755882263183594,1,21,0,0.5,5.45,0,0.3,27.25
2,2015-06-02 11:20:15,2015-06-02 11:30:56,1,3.07,-73.94915771484375,40.781501770019531,1,N,-73.970588684082031,40.752090454101563,1,11.5,0,0.5,1,0,0.3,13.3
1,2015-06-02 11:20:15,2015-06-02 11:33:21,1,.90,-73.996025085449219,40.742542266845703,1,N,-73.992179870605469,40.753955841064453,1,9.5,0,0.5,2,0,0.3,12.3
2,2015-06-02 11:20:16,2015-06-02 11:43:20,1,9.30,-73.985580444335937,40.752853393554687,1,N,-73.871040344238281,40.774150848388672,2,28.5,0,0.5,0,5.54,0.3,34.84
1,2015-06-02 11:20:17,2015-06-02 11:43:48,1,1.70,-73.999641418457031,40.743869781494141,1,N,-73.983139038085938,40.766708374023438,1,15,0,0.5,1,0,0.3,16.8
2,2015-06-02 11:20:17,2015-06-02 11:24:33,6,.51,-73.953720092773438,40.775058746337891,1,N,-73.960891723632812,40.774948120117188,2,5,0,0.5,0,0,0.3,5.8
2,2015-06-02 11:20:18,2015-06-02 12:03:48,1,5.80,-73.954017639160156,40.821830749511719,1,N,-73.973129272460938,40.764396667480469,1,29,0,0.5,1,0,0.3,30.8
1,2015-06-02 11:20:19,2015-06-02 11:55:34,1,1.60,-73.965774536132813,40.757946014404297,1,N,-73.984466552734375,40.759109497070313,1,20,0,0.5,4.16,0,0.3,24.96
1,2015-06-02 11:20:20,2015-06-02 12:07:49,2,3.80,-74.008651733398438,40.719646453857422,1,N,-73.975044250488281,40.758331298828125,1,28,0,0.5,5.76,0,0.3,34.56
1,2015-06-02 11:20:21,2015-06-02 11:30:15,1,1.50,-73.988456726074219,40.737842559814453,1,N,-73.997322082519531,40.72344970703125,1,8.5,0,0.5,1.85,0,0.3,11.15
1,2015-06-02 11:20:21,2015-06-02 11:33:30,3,2.50,-73.985389709472656,40.773460388183594,1,N,-73.962425231933594,40.80499267578125,2,11.5,0,0.5,0,0,0.3,12.3
2,2015-06-02 11:20:22,2015-06-02 11:37:07,1,2.10,-73.981788635253906,40.773300170898437,1,N,-73.956039428710937,40.779720306396484,1,12,0,0.5,2.56,0,0.3,15.36
2,2015-06-02 11:20:23,2015-06-02 11:27:57,1,.89,-73.982246398925781,40.778980255126953,1,N,-73.987129211425781,40.776088714599609,2,6.5,0,0.5,0,0,0.3,7.3
2,2015-06-02 11:20:24,2015-06-02 11:31:57,1,.83,-73.958030700683594,40.77911376953125,1,N,-73.965019226074219,40.772201538085937,2,8.5,0,0.5,0,0,0.3,9.3
2,2015-06-02 11:20:25,2015-06-02 11:35:44,6,.88,-73.994125366210938,40.751010894775391,1,N,-73.985313415527344,40.758541107177734,1,10,0,0.5,3.24,0,0.3,14.04
2,2015-06-02 11:20:25,2015-06-02 11:30:41,5,6.24,-73.82208251953125,40.664329528808594,1,N,-73.738632202148438,40.681301116943359,1,18,0,0.5,0,0,0.3,18.8
2,2015-06-02 11:20:26,2015-06-02 12:08:44,1,12.65,-73.863502502441406,40.76983642578125,1,N,-73.986282348632812,40.758304595947266,1,44.5,0,0.5,12.71,5.54,0.3,63.55
2,2015-06-02 11:20:27,2015-06-02 11:28:55,5,.76,-73.995071411132813,40.740695953369141,1,N,-74.004791259765625,40.741676330566406,1,7,0,0.5,1.56,0,0.3,9.36
1,2015-06-02 11:20:28,2015-06-02 11:43:28,1,1.80,-73.983314514160156,40.78131103515625,1,N,-73.958770751953125,40.780738830566406,2,15,0,0.5,0,0,0.3,15.8
1,2015-06-02 11:20:28,2015-06-02 11:26:43,1,1.00,-73.991409301757812,40.770236968994141,1,N,-73.974754333496094,40.763671875,1,6,0,0.5,1.7,0,0.3,8.5
2,2015-06-02 11:20:29,2015-06-02 11:42:26,1,1.34,-73.994651794433594,40.750408172607422,1,N,-73.976051330566406,40.751605987548828,1,14,0,0.5,2.96,0,0.3,17.76
1,2015-06-02 11:20:30,2015-06-02 11:33:02,1,2.00,-73.974861145019531,40.741905212402344,1,N,-73.996246337890625,40.730995178222656,1,10,0,0.5,2.16,0,0.3,12.96
2,2015-06-02 11:20:31,2015-06-02 11:35:49,1,1.99,-73.982025146484375,40.769626617431641,1,N,-73.961273193359375,40.777523040771484,1,11.5,0,0.5,1.5,0,0.3,13.8
2,2015-06-02 11:20:32,2015-06-02 11:31:20,1,.95,-73.989112854003906,40.73626708984375,1,N,-73.98046875,40.747856140136719,1,8,0,0.5,1.76,0,0.3,10.56
2,2015-06-02 11:20:33,2015-06-02 11:34:25,2,.78,-73.986907958984375,40.758525848388672,1,N,-73.980377197265625,40.755836486816406,1,9.5,0,0.5,1,0,0.3,11.3
2,2015-06-02 11:20:29,2015-06-02 12:05:24,3,10.24,-73.873191833496094,40.773948669433594,1,N,-74.0089111328125,40.726409912109375,1,37.5,0,0.5,5.5,0,0.3,43.8
1,2015-06-02 11:20:34,2015-06-02 11:34:29,1,1.20,-73.993766784667969,40.746391296386719,1,N,-73.980087280273437,40.753078460693359,1,9.5,0,0.5,2.05,0,0.3,12.35
2,2015-06-02 11:20:34,2015-06-02 11:43:50,1,1.95,-73.994285583496094,40.745880126953125,1,N,-73.972137451171875,40.749839782714844,2,14.5,0,0.5,0,0,0.3,15.3
2,2015-06-02 11:20:35,2015-06-02 11:29:06,2,.76,-73.973739624023438,40.764801025390625,1,N,-73.972846984863281,40.756889343261719,1,7,0,0.5,1.95,0,0.3,9.75
1,2015-06-02 11:20:36,2015-06-02 11:27:05,2,.50,-73.977615356445313,40.758125305175781,1,N,-73.976966857910156,40.7608642578125,2,5.5,0,0.5,0,0,0.3,6.3
2,2015-06-02 11:20:36,2015-06-02 11:24:10,1,.76,-73.980903625488281,40.774543762207031,1,N,-73.978240966796875,40.766490936279297,1,5,0,0.5,1.74,0,0.3,7.54
2,2015-06-02 11:20:37,2015-06-02 12:35:21,2,23.76,-73.791213989257813,40.645408630371094,1,N,-74.006965637207031,40.724929809570313,1,72.5,0,0.5,8.95,11.75,0.3,94
2,2015-06-02 11:20:38,2015-06-02 11:36:23,1,2.61,-73.959938049316406,40.776569366455078,1,N,-73.988861083984375,40.763820648193359,1,13,0,0.5,2.76,0,0.3,16.56
1,2015-06-02 11:20:38,2015-06-02 11:45:18,1,.90,-73.99456787109375,40.750373840332031,1,N,-73.984970092773438,40.758506774902344,2,15,0,0.5,0,0,0.3,15.8
2,2015-06-02 11:20:39,2015-06-02 11:34:56,1,2.43,-73.989349365234375,40.742259979248047,1,N,-73.996299743652344,40.763450622558594,1,11.5,0,0.5,2.46,0,0.3,14.76
1,2015-06-02 11:20:39,2015-06-02 11:54:53,1,8.20,-74.015480041503906,40.715999603271484,1,N,-73.963951110839844,40.770866394042969,1,29.5,0,0.5,4,0,0.3,34.3
2,2015-06-02 11:20:40,2015-06-02 11:42:21,5,1.90,-73.953903198242188,40.766819000244141,1,N,-73.977363586425781,40.757881164550781,1,14.5,0,0.5,3.06,0,0.3,18.36
2,2015-06-02 11:20:41,2015-06-02 11:26:25,1,.81,-73.998268127441406,40.764450073242188,1,N,-73.99591064453125,40.758659362792969,1,5.5,0,0.5,1.26,0,0.3,7.56
2,2015-06-02 11:20:41,2015-06-02 11:31:40,1,.91,-73.98779296875,40.753681182861328,1,N,-73.993316650390625,40.743408203125,2,8.5,0,0.5,0,0,0.3,9.3
1,2015-06-02 11:20:43,2015-06-02 11:40:04,1,1.40,-73.96783447265625,40.771030426025391,1,N,-73.971946716308594,40.754596710205078,2,12.5,0,0.5,0,0,0.3,13.3
1,2015-06-02 11:20:44,2015-06-02 11:37:15,1,2.80,-73.947227478027344,40.776100158691406,1,N,-73.982444763183594,40.769580841064453,1,13,0,0.5,2.76,0,0.3,16.56
1,2015-06-02 11:20:44,2015-06-02 11:37:28,1,1.80,-73.97137451171875,40.753860473632812,1,N,-73.956085205078125,40.776103973388672,1,11.5,0,0.5,2,0,0.3,14.3
2,2015-06-02 11:20:45,2015-06-02 11:35:29,5,1.85,-73.972755432128906,40.780555725097656,1,N,-73.950950622558594,40.782459259033203,2,11.5,0,0.5,0,0,0.3,12.3
1,2015-06-02 11:20:46,2015-06-02 11:25:36,1,.70,-73.945610046386719,40.778804779052734,1,N,-73.95574951171875,40.779701232910156,2,5,0,0.5,0,0,0.3,5.8
2,2015-06-02 11:20:46,2015-06-02 11:59:33,1,3.46,-73.986557006835938,40.761760711669922,1,N,-74.003463745117188,40.722358703613281,1,23.5,0,0.5,3.5,0,0.3,27.8
2,2015-06-02 11:20:47,2015-06-02 11:30:44,2,1.14,-73.975868225097656,40.725204467773438,1,N,-73.989761352539063,40.734416961669922,2,8,0,0.5,0,0,0.3,8.8
1,2015-06-02 11:20:48,2015-06-02 11:51:40,1,2.20,-73.966651916503906,40.764923095703125,1,N,-73.991195678710938,40.75030517578125,1,18.5,0,0.5,3.85,0,0.3,23.15
1,2015-06-02 11:20:49,2015-06-02 11:40:09,1,2.00,-73.950736999511719,40.779006958007813,1,N,-73.970954895019531,40.758602142333984,1,13.5,0,0.5,2.85,0,0.3,17.15
1,2015-06-02 11:20:49,2015-06-02 11:38:53,1,1.80,-73.971412658691406,40.764533996582031,1,N,-73.956611633300781,40.783935546875,2,12,0,0.5,0,0,0.3,12.8
2,2015-06-02 11:20:50,2015-06-02 11:36:16,1,2.33,-73.983428955078125,40.768020629882813,1,N,-74.005523681640625,40.751003265380859,1,11.5,0,0.5,2.46,0,0.3,14.76
2,2015-06-02 11:20:50,2015-06-02 11:33:48,4,1.48,-73.965858459472656,40.758888244628906,1,N,-73.965858459472656,40.758888244628906,1,10,0,0.5,2.16,0,0.3,12.96
1,2015-06-02 11:20:51,2015-06-02 11:48:20,1,5.50,-74.011528015136719,40.702667236328125,1,N,-73.9752197265625,40.755012512207031,1,23.5,0,0.5,3,0,0.3,27.3
2,2015-06-02 11:20:52,2015-06-02 11:32:25,2,1.54,-73.978103637695313,40.752799987792969,1,N,-74.002777099609375,40.760501861572266,2,9,0,0.5,0,0,0.3,9.8
2,2015-06-02 11:20:53,2015-06-02 11:35:20,5,1.75,-73.945892333984375,40.773414611816406,1,N,-73.967216491699219,40.766483306884766,1,10.5,0,0.5,2.26,0,0.3,13.56
1,2015-06-02 11:20:54,2015-06-02 11:55:05,2,4.80,-74.013877868652344,40.712856292724609,1,N,-73.980567932128906,40.760765075683594,1,24,0,0.5,4.95,0,0.3,29.75
2,2015-06-02 11:20:54,2015-06-02 11:36:01,2,3.85,-73.951004028320312,40.770595550537109,1,N,-73.98876953125,40.736534118652344,2,15,0,0.5,0,0,0.3,15.8
1,2015-06-02 11:20:54,2015-06-02 11:45:31,1,9.10,-73.971946716308594,40.760231018066406,1,N,-73.872444152832031,40.774372100830078,1,29.5,0,0.5,6.05,0,0.3,36.35
2,2015-06-02 11:20:55,2015-06-02 11:26:33,1,.87,-73.977943420410156,40.783588409423828,1,N,-73.966239929199219,40.78948974609375,2,5,0,0.5,0,0,0.3,5.8
1,2015-06-02 11:20:57,2015-06-02 11:31:27,1,.80,-73.979606628417969,40.762203216552734,1,N,-73.968330383300781,40.765010833740234,1,7.5,0,0.5,1.65,0,0.3,9.95
1,2015-06-02 11:20:58,2015-06-02 11:40:15,1,1.70,-74.00115966796875,40.746517181396484,1,N,-74.002098083496094,40.724361419677734,1,12.5,0,0.5,1,0,0.3,14.3
1,2015-06-02 11:20:59,2015-06-02 11:32:44,1,1.70,-73.987144470214844,40.724498748779297,1,N,-74.006301879882813,40.739471435546875,1,9,0,0.5,1.95,0,0.3,11.75
1,2015-06-02 11:21:00,2015-06-02 11:27:42,1,.70,-73.990684509277344,40.7420654296875,1,N,-73.978874206542969,40.737361907958984,1,6,0,0.5,1.35,0,0.3,8.15
1,2015-06-02 11:21:01,2015-06-02 11:37:23,1,2.50,-74.009239196777344,40.713466644287109,1,N,-73.988067626953125,40.740875244140625,1,12.5,0,0.5,1,0,0.3,14.3
1,2015-06-02 11:21:02,2015-06-02 11:26:16,1,.50,-73.887893676757813,40.753425598144531,1,N,-73.880905151367188,40.756019592285156,2,5,0,0.5,0,0,0.3,5.8
1,2015-06-02 11:21:03,2015-06-02 11:54:03,1,2.70,-73.989601135253906,40.735794067382813,1,N,-73.983085632324219,40.766742706298828,1,20,0,0.5,5.2,0,0.3,26
1,2015-06-02 11:21:03,2015-06-02 11:32:38,1,1.10,-73.969207763671875,40.754257202148438,1,N,-73.980072021484375,40.742477416992188,1,8.5,0,0.5,1,0,0.3,10.3
1,2015-06-02 11:21:04,2015-06-02 11:28:14,1,.50,-73.967338562011719,40.771938323974609,1,N,-73.962173461914063,40.767513275146484,1,6,0,0.5,1.35,0,0.3,8.15
1,2015-06-02 11:21:06,2015-06-02 12:15:14,1,10.60,-73.86297607421875,40.769207000732422,1,N,-73.971794128417969,40.765811920166016,1,42,0,0.5,9.66,5.54,0.3,58
2,2015-06-02 11:21:03,2015-06-02 11:24:06,2,.40,-73.985244750976563,40.752731323242188,1,N,-73.982002258300781,40.756935119628906,1,4,0,0.5,1,0,0.3,5.8
2,2015-06-02 11:21:03,2015-06-03 00:00:00,3,1.06,-73.994918823242188,40.732444763183594,1,N,-73.993980407714844,40.743396759033203,1,8.5,0,0.5,1.86,0,0.3,11.16
2,2015-06-02 11:21:06,2015-06-02 11:30:02,1,1.52,-73.983078002929688,40.735042572021484,1,N,-73.999603271484375,40.723270416259766,1,8,0,0.5,1.5,0,0.3,10.3
2,2015-06-02 11:21:07,2015-06-02 11:44:10,4,3.46,-73.98126220703125,40.749622344970703,1,N,-74.010215759277344,40.720073699951172,1,16,0,0.5,3.36,0,0.3,20.16
2,2015-06-02 11:21:08,2015-06-02 12:02:02,5,3.17,-73.977684020996094,40.754135131835938,1,N,-74.006149291992188,40.723503112792969,1,24,0,0.5,4.96,0,0.3,29.76
2,2015-06-02 11:21:09,2015-06-02 11:24:48,4,.63,-73.962615966796875,40.772380828857422,1,N,-73.95709228515625,40.780082702636719,2,4.5,0,0.5,0,0,0.3,5.3
2,2015-06-02 11:21:09,2015-06-02 11:39:11,2,1.72,-73.979019165039063,40.761001586914062,1,N,-73.983512878417969,40.743492126464844,1,12,0,0.5,2.56,0,0.3,15.36
1,2015-06-02 11:21:10,2015-06-02 11:38:48,1,1.30,-73.994865417480469,40.763545989990234,1,N,-73.981979370117187,40.770236968994141,2,12,0,0.5,0,0,0.3,12.8
1,2015-06-02 11:21:11,2015-06-02 11:30:55,1,.90,-73.989990234375,40.733707427978516,1,N,-74.005790710449219,40.740276336669922,2,7.5,0,0.5,0,0,0.3,8.3
2,2015-06-02 11:21:12,2015-06-02 11:33:18,1,1.33,-73.965538024902344,40.758583068847656,1,N,-73.977005004882812,40.743198394775391,1,9,0,0.5,1.96,0,0.3,11.76
1,2015-06-02 11:21:13,2015-06-02 11:42:13,4,6.20,-73.989974975585937,40.750701904296875,1,N,-74.014152526855469,40.712116241455078,2,22.5,0,0.5,0,0,0.3,23.3
2,2015-06-02 11:21:14,2015-06-02 11:30:05,1,1.93,-73.952018737792969,40.781379699707031,1,N,-73.938583374023437,40.804100036621094,2,8.5,0,0.5,0,0,0.3,9.3
1,2015-06-02 11:21:15,2015-06-02 11:26:34,1,.80,-73.979385375976562,40.786830902099609,1,N,-73.986076354980469,40.777561187744141,2,5.5,0,0.5,0,0,0.3,6.3
1,2015-06-02 11:21:16,2015-06-02 11:26:50,1,.30,-73.989471435546875,40.736068725585937,1,N,-73.98590087890625,40.740802764892578,1,5,0,0.5,1.15,0,0.3,6.95
1,2015-06-02 11:21:16,2015-06-02 11:23:47,1,.30,-73.974967956542969,40.741767883300781,1,N,-73.975372314453125,40.74456787109375,1,3.5,0,0.5,0.85,0,0.3,5.15
2,2015-06-02 11:21:17,2015-06-02 11:24:29,1,.52,-73.953048706054688,40.772586822509766,1,N,-73.954917907714844,40.777423858642578,2,4,0,0.5,0,0,0.3,4.8
2,2015-06-02 11:21:18,2015-06-02 11:29:15,2,.55,-73.961318969726563,40.765972137451172,1,N,-73.967926025390625,40.762630462646484,2,6.5,0,0.5,0,0,0.3,7.3
1,2015-06-02 11:21:19,2015-06-02 11:40:04,2,.60,-73.974411010742188,40.750961303710938,1,N,-73.9727783203125,40.759056091308594,2,11.5,0,0.5,0,0,0.3,12.3
